Case Name,Status,Progress,Summary,State,Bill Information Link,Last Activity Date,Representatives to Contact,Sponsors,Category,Yea Votes,Nay Votes
IL SB1226,Active,Senate Committee,"This bill prohibits people (students, staff, and the public) from entering bathrooms and changing rooms that do not correspond to their sex assigned at birth in schools. It also requires schools to adopt a policy of that provides for gender neutral bathrooms as determined by the school.  In this bill, ""sex"" is defined by the person's chromosomes. ",Illinois,https://legiscan.com/IL/bill/SB1226/2025,4/14/2025,,"Andrew Chesney, Donald P. DeWitte","Bathrooms,Student Suppression",,
IL SB2078,Active,Senate Committee,"This bill is an attempt to codify the executive order on gender identity for this state. In doing so, it would require the repealing of the Equitable Restrooms Act and redefining the Human Rights Act. The bill would require all Illinois-issued identification documents to reflect the holder's sex. Female is defined by the ""large reproductive cell"" that is produced ""at conception""; male is defined by the ""small reproductive cell"" that is produced ""at conception."". This bill also requires the Department of Human Rights to issue guidance to ""ensure the freedom to express the binary nature of sex and the right to single-sex space in workplaces."" It also requires updates to forms, communications, and the prioritization of investigations and litigation to enforce the act.  ",Illinois,https://legiscan.com/IL/bill/SB2078/2025,2/6/2025,,Andrew Chesney,Trans Erasure,,
IL SB2079,Active,Senate Committee,"This bill bans students whose ""gender"" is male from participating in sports teams in public and non public schools designated for females.. According to this bill, “gender” is defined by reproductive role and genetics at birth. Students can file a grievance with the school for any violations or anticipated violations. ",Illinois,https://legiscan.com/IL/bill/SB2079/2025,4/21/2025,,"Andrew Chesney, Neil Anderson",Sports,,
IL SB2474,Active,Senate Committee,"This bill mandates that no health care professional shall be allowed to provide or prescribe treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action and possible lawsuits. ",Illinois,https://legiscan.com/IL/bill/SB2474/2025,2/7/2025,,Andrew Chesney,Health Care,,
IN HB1342,Active,House Committee,"This bill adds a criminal charge for anyone who enters a bathrooms or changing room that does not correspond to their sex assigned at birth. In this bill, ""sex"" is defined by the person's chromosomes. A trans person can be charged with a misdemeanor for using the bathroom that corresponds to their gender identity under this bill.",Indiana,https://legiscan.com/IN/bill/HB1342/2025,1/13/2025,,Bruce Borders,Bathrooms,,
IN HB1496,Active,House Committee,"This bill prohibits institutions of higher learning from using state or federal funds to advocate for campus diversity, equity, and inclusion, or to promote or engage in political or social activism. There is an exemption for private funds and campus ministries. The bill also establishes an oversight official(s) responsible for compliance with the law. ",Indiana,https://legiscan.com/IN/bill/HB1496/2025,1/21/2025,,"Garrett Bascom, Jake Teshka, Alex Zimmerman, Michelle Davis",Educational Censorship,,
IN SB0257,Active,Senate Committee,"This bill bans the teaching of racial and gender identity and discrimination, victimization, class struggle, systemic exclusion, or hierarchy of privilege. This bill additionally requires that schools adhere to a series of tenets, primarily aimed around fostering ""national identity, heritage, and culture.""",Indiana,https://legiscan.com/IN/bill/SB0257/2025,1/13/2025,,Spencer Deery,Educational Censorship,,
IN SB0441,Active,Senate Committee,"This bill requires birth certificates, driver's licenses, and learners permits to have a sex designation that is either male or female, with non-binary designations being banned. It would only allow for the ""biological sex"" marker to be changed if a report on their chromosomal makeup is submitted. Sex is defined by ""sex genes, naturally occurring sex hormones, gonads, and nonambiguous internal, and external genitalia present at birth."" Birth certificates already changed via court order are to be tracked down, voided, and reissued with the ""originating"" gender marker.",Indiana,https://legiscan.com/IN/bill/SB0441/2025,2/4/2025,,"Gary Byrne, Tyler Johnson, Scott Alexander, Blake Doriot",Documents,,
IN SB0444,Active,Senate Committee,"This bill changes the definition of ""sex"" and ""gender"" to be the same. It defines these terms as ""biological classification of male or female in the context of reproductive potential or capacity, which is determined by sex genes, naturally occurring sex hormones, gonads, and nonambiguous internal and external genitalia present at birth, without regard to an individual's psychological, chosen, or subjective experience."" It also requires voiding any birth certificates that have amended sex classification and reissuing the original sex classification that was issued at birth. ",Indiana,https://legiscan.com/IN/bill/SB0441/2025,1/13/2025,,Gary Byrne,"Trans Erasure,Documents",,
IA HF80,Active,House Committee,"This bill states that public and charter school employees and contractors along with students may not be required to use personal pronouns or titles for another person that ""do not correspond to that person's sex"", provide their own personal titles or pronouns, or face adverse action as a result of their refusal to do so. ",Iowa,https://legiscan.com/IA/bill/HF80/2025,1/29/2025,,Helena Hayes,Student Suppression,,
IA HF269,Active,Senate Committee,"This bill prohibits any institution of higher learning to require diversity-related courses for any course of study not explicitly related to gender, race, or ethnic studies. It also prohibits requiring or in any way incentivizing faculty to participate in DEI training.",Iowa,https://legiscan.com/IA/bill/HF269/2025,3/31/2025,,,Educational Censorship,,
